,t,label
12209,Of the sons of Elam Jeshaiah the son of Athaliah and with him seventy males,0.0
12213,Of the sons of Bebai Zechariah the son of Bebai and with him twentyeight males,0.0
12216,Of the sons of Bigvai Uthai and Zabbud and with them seventy males,0.0
12217,I gathered them together to the river that runs to Ahava and there we encamped three days and I viewed the people and the priests and found there none of the sons of Levi,0.0
12221,and Hashabiah and with him Jeshaiah of the sons of Merari his brothers and their sons twenty,0.0
12224,For I was ashamed to ask of the king a band of soldiers and horsemen to help us against the enemy in the way because we had spoken to the king saying The hand of our God is on all those who seek him for good but his power and his wrath is against all those who forsake him,0.0
12225,So we fasted and begged our God for this and he was entreated of us,0.0
12227,and weighed to them the silver and the gold and the vessels even the offering for the house of our God which the king and his counselors and his princes and all Israel there present had offered,0.0
12228,I weighed into their hand six hundred fifty talents of silver and silver vessels one hundred talents of gold one hundred talents,0.0
12230,I said to them You are holy to Yahweh and the vessels are holy and the silver and the gold are a freewilloffering to Yahweh the God of your fathers,0.0
12232,So the priests and the Levites received the weight of the silver and the gold and the vessels to bring them to Jerusalem to the house of our God,0.0
12236,the whole by number and by weight and all the weight was written at that time,0.0
12242,Then were assembled to me everyone who trembled at the words of the God of Israel because of the trespass of them of the captivity and I sat confounded until the evening offering,0.0
12246,Now for a little moment grace has been shown from Yahweh our God to leave us a remnant to escape and to give us a nail in his holy place that our God may lighten our eyes and give us a little reviving in our bondage,0.0
12247,For we are bondservants yet our God has not forsaken us in our bondage but has extended loving kindness to us in the sight of the kings of Persia to give us a reviving to set up the house of our God and to repair the ruins of it and to give us a wall in Judah and in Jerusalem,0.0
12248,Now our God what shall we say after this for we have forsaken your commandments,0.0
12250,now therefore dont give your daughters to their sons neither take their daughters to your sons nor seek their peace or their prosperity forever that you may be strong and eat the good of the land and leave it for an inheritance to your children forever,0.0
12251,After all that is come on us for our evil deeds and for our great guilt seeing that you our God have punished us less than our iniquities deserve and have given us such a remnant,0.0
12259,Then Ezra rose up from before the house of God and went into the chamber of Jehohanan the son of Eliashib and [when] he came there he ate no bread nor drink water for he mourned because of the trespass of them of the captivity,0.0
12266,But the people are many and it is a time of much rain and we are not able to stand outside neither is this a work of one day or two for we have greatly transgressed in this matter,0.0
12277,Of the singers Eliashib Of the porters Shallum and Telem and Uri,0.0
12284,[of] the sons of Harim Eliezer Isshijah Malchijah Shemaiah Shimeon,0.0
12293,Machnadebai Shashai Sharai,0.0
12295,Shallum Amariah Joseph,0.0
12296,Of the sons of Nebo Jeiel Mattithiah Zabad Zebina Iddo and Joel Benaiah,0.0
12297,All these had taken foreign wives and some of them had wives by whom they had children,0.0
12300,They said to me The remnant who are left of the captivity there in the province are in great affliction and reproach the wall of Jerusalem also is broken down and the gates of it are burned with fire,0.0
12302,and said I beg you Yahweh the God of heaven the great and awesome God who keeps covenant and loving kindness with those who love him and keep his commandments,0.0
12315,Moreover I said to the king If it please the king let letters be given me to the governors beyond the River that they may let me pass through until I come to Judah,0.0
12317,Then I came to the governors beyond the River and gave them the kings letters Now the king had sent with me captains of the army and horsemen,0.0
12321,I went out by night by the valley gate even toward the jackals well and to the dung gate and viewed the walls of Jerusalem which were broken down and the gates of it were consumed with fire,0.0
12325,Then said I to them You see the evil case that we are in how Jerusalem lies waste and the gates of it are burned with fire come and let us build up the wall of Jerusalem that we be no more a reproach,0.0
12326,I told them of the hand of my God which was good on me as also of the kings words that he had spoken to me They said Let us rise up and build So they strengthened their hands for the good [work],0.0
12331,The fish gate did the sons of Hassenaah build they laid the beams of it and set up the doors of it the bolts of it and the bars of it,0.0
12333,Next to them the Tekoites repaired but their nobles didnt put their necks to the work of their lord,0.0
12356,Above the horse gate repaired the priests everyone over against his own house,0.0
12364,Hear our God for we are despised and turn back their reproach on their own head and give them up for a spoil in a land of captivity,0.0
12365,and dont cover their iniquity and dont let their sin be blotted out from before you for they have provoked [you] to anger before the builders,0.0
12378,and the builders everyone had his sword girded by his side and so built He who sounded the trumpet was by me,0.0
12380,in whatever place you hear the sound of the trumpet resort you there to us our God will fight for us,0.0
12386,Some also there were that said We are mortgaging our fields and our vineyards and our houses let us get grain because of the dearth,0.0
12393,I likewise my brothers and my servants do lend them money and grain Please let us leave off this usury,0.0
12394,Please restore to them even this day their fields their vineyards their olive groves and their houses also the hundredth part of the money and of the grain the new wine and the oil that you exact of them,0.0
12402,Remember to me my God for good all that I have done for this people,0.0
12407,Then sent Sanballat his servant to me in like manner the fifth time with an open letter in his hand,0.0
12408,in which was written It is reported among the nations and Gashmu says it that you and the Jews think to rebel for which cause you are building the wall and you would be their king according to these words,0.0
12412,I went to the house of Shemaiah the son of Delaiah the son of Mehetabel who was shut up and he said Let us meet together in the house of God within the temple and let us shut the doors of the temple for they will come to kill you yes in the night will they come to kill you,0.0
12418,It happened when all our enemies heard [of it] that all the nations that were about us feared and were much cast down in their own eyes for they perceived that this work was worked of our God,0.0
12419,Moreover in those days the nobles of Judah sent many letters to Tobiah and [the letters] of Tobiah came to them,0.0
12421,Also they spoke of his good deeds before me and reported my words to him Tobiah sent letters to put me in fear,0.0
12427,These are the children of the province who went up out of the captivity of those who had been carried away whom Nebuchadnezzar the king of Babylon had carried away and who returned to Jerusalem and to Judah everyone to his city,0.0
12434,The children of Zattu eight hundred fortyfive,0.0
12447,The men of Bethlehem and Netophah one hundred eightyeight,0.0
12448,The men of Anathoth one hundred twentyeight,0.0
12451,The men of Ramah and Geba six hundred twentyone,0.0
12453,The men of Bethel and Ai a hundred twentythree,0.0
12457,The children of Jericho three hundred fortyfive,0.0
12468,the children of Keros the children of Sia the children of Padon,0.0
12470,the children of Hanan the children of Giddel the children of Gahar,0.0
12471,the children of Reaiah the children of Rezin the children of Nekoda,0.0
12473,The children of Besai the children of Meunim the children of Nephushesim,0.0
12474,the children of Bakbuk the children of Hakupha the children of Harhur,0.0
12483,The children of Delaiah the children of Tobiah the children of Nekoda six hundred fortytwo,0.0
12485,These sought their register [among] those who were reckoned by genealogy but it was not found therefore were they deemed polluted and put from the priesthood,0.0
12486,The governor said to them that they should not eat of the most holy things until there stood up a priest with Urim and Thummim,0.0
12488,besides their menservants and their maidservants of whom there were seven thousand three hundred thirtyseven and they had two hundred fortyfive singing men and singing women,0.0
12494,So the priests and the Levites and the porters and the singers and some of the people and the Nethinim and all Israel lived in their cities When the seventh month was come the children of Israel were in their cities,0.0
12498,Ezra the scribe stood on a pulpit of wood which they had made for the purpose and beside him stood Mattithiah and Shema and Anaiah and Uriah and Hilkiah and Maaseiah on his right hand and on his left hand Pedaiah and Mishael and Malchijah and Hashum and Hashbaddanah Zechariah [and] Meshullam,0.0
12499,Ezra opened the book in the sight of all the people for he was above all the people and when he opened it all the people stood up,0.0
12503,Nehemiah who was the governor and Ezra the priest the scribe and the Levites who taught the people said to all the people This day is holy to Yahweh your God dont mourn nor weep For all the people wept when they heard the words of the law,0.0
12516,Then stood up on the stairs of the Levites Jeshua and Bani Kadmiel Shebaniah Bunni Sherebiah Bani [and] Chenani and cried with a loud voice to Yahweh their God,0.0
12520,and found his heart faithful before you and made a covenant with him to give the land of the Canaanite the Hittite the Amorite and the Perizzite and the Jebusite and the Girgashite to give it to his seed and have performed your words for you are righteous,0.0
12522,and shown signs and wonders on Pharaoh and on all his servants and on all the people of his land for you knew that they dealt proudly against them and did get you a name as it is this day,0.0
12523,You divided the sea before them so that they went through the midst of the sea on the dry land and their pursuers you did cast into the depths as a stone into the mighty waters,0.0
12527,and gave them bread from the sky for their hunger and brought forth water for them out of the rock for their thirst and commanded those who they should go in to possess the land which you had sworn to give them,0.0
12528,But they and our fathers dealt proudly and hardened their neck and didnt listen to your commandments,0.0
12529,and refused to obey neither were mindful of your wonders that you did among them but hardened their neck and in their rebellion appointed a captain to return to their bondage But you are a God ready to pardon gracious and merciful slow to anger and abundant in loving kindness and didnt forsake them,0.0
12530,Yes when they had made them a molten calf and said This is your God who brought you up out of Egypt and had committed awful blasphemies,0.0
12534,Moreover you gave them kingdoms and peoples which you did allot after their portions so they possessed the land of Sihon even the land of the king of Heshbon and the land of Og king of Bashan,0.0
12538,Nevertheless they were disobedient and rebelled against you and cast your law behind their back and killed your prophets that testified against them to turn them again to you and they committed awful blasphemies,0.0
12547,For they have not served you in their kingdom and in your great goodness that you gave them and in the large and fat land which you gave before them neither turned they from their wicked works,0.0
12549,It yields much increase to the kings whom you have set over us because of our sins also they have power over our bodies and over our cattle at their pleasure and we are in great distress,0.0
12551,Now those who sealed were Nehemiah the governor the son of Hacaliah and Zedekiah,0.0
12554,Hattush Shebaniah Malluch,0.0
12578,The rest of the people the priests the Levites the porters the singers the Nethinim and all those who had separated themselves from the peoples of the lands to the law of God their wives their sons and their daughters everyone who had knowledge and understanding,0.0
12585,and to bring the first fruits of our ground and the first fruits of all fruit of all manner of trees year by year to the house of Yahweh,0.0
12588,The priest the son of Aaron shall be with the Levites when the Levites take tithes and the Levites shall bring up the tithe of the tithes to the house of our God to the chambers into the treasurehouse,0.0
12596,These are the sons of Benjamin Sallu the son of Meshullam the son of Joed the son of Pedaiah the son of Kolaiah the son of Maaseiah the son of Ithiel the son of Jeshaiah,0.0
12607,All the Levites in the holy city were two hundred eightyfour,0.0
12616,and in Hazar Shual and in Beersheba and the towns of it,0.0
12617,and in Ziklag and in Meconah and in the towns of it,0.0
12618,and in Enrimmon and in Zorah and in Jarmuth,0.0
12637,In the days of Joiakim were priests heads of fathers [houses] of Seraiah Meraiah of Jeremiah Hananiah,0.0
12642,of Abijah Zichri of Miniamin of Moadiah Piltai,0.0
12645,of Sallai Kallai of Amok Eber,0.0
12650,Mattaniah and Bakbukiah Obadiah Meshullam Talmon Akkub were porters keeping the watch at the storehouses of the gates,0.0
12657,and after them went Hoshaiah and half of the princes of Judah,0.0
12666,and the priests Eliakim Maaseiah Miniamin Micaiah Elioenai Zechariah and Hananiah with trumpets,0.0
12667,and Maaseiah and Shemaiah and Eleazar and Uzzi and Jehohanan and Malchijah and Elam and Ezer The singers sang loud with Jezrahiah their overseer,0.0
12672,All Israel in the days of Zerubbabel and in the days of Nehemiah gave the portions of the singers and the porters as every day required and they set apart [that which was] for the Levites and the Levites set apart [that which was] for the sons of Aaron,0.0
12676,Now before this Eliashib the priest who was appointed over the chambers of the house of our God being allied to Tobiah,0.0
12677,had prepared for him a great chamber where before they laid the mealofferings the frankincense and the vessels and the tithes of the grain the new wine and the oil which were given by commandment to the Levites and the singers and the porters and the heaveofferings for the priests,0.0
12684,Then brought all Judah the tithe of the grain and the new wine and the oil to the treasuries,0.0
12686,Remember me my God concerning this and dont wipe out my good deeds that I have done for the house of my God and for the observances of it,0.0
12690,Didnt your fathers do thus and did not our God bring all this evil on us and on this city yet you bring more wrath on Israel by profaning the Sabbath,0.0
12695,In those days also saw I the Jews who had married women of Ashdod of Ammon [and] of Moab,0.0
12704,Now it happened in the days of Ahasuerus this is Ahasuerus who reigned from India even to Ethiopia over one hundred twentyseven provinces,0.0
12705,that in those days when the king Ahasuerus sat on the throne of his kingdom which was in Shushan the palace,0.0
12707,when he shown the riches of his glorious kingdom and the honor of his excellent majesty many days even one hundred eighty days,0.0
12710,They gave them drink in vessels of gold the vessels being diverse one from another and royal wine in abundance according to the bounty of the king,0.0
12715,But the queen Vashti refused to come at the kings commandment by the chamberlains therefore was the king very angry and his anger burned in him,0.0
12721,This day will the princesses of Persia and Media who have heard of the deed of the queen say [the like] to all the kings princes So [will there arise] much contempt and wrath,0.0
12730,There was a certain Jew in Shushan the palace whose name was Mordecai the son of Jair the son of Shimei the son of Kish a Benjamite,0.0
12735,Esther had not made known her people nor her relatives for Mordecai had charged her that she should not make it known,0.0
12739,In the evening she went and on the next day she returned into the second house of the women to the custody of Shaashgaz the kings chamberlain who kept the concubines she came in to the king no more except the king delighted in her and she were called by name,0.0
12744,When the virgins were gathered together the second time then Mordecai was sitting in the kings gate,0.0
12753,When Haman saw that Mordecai didnt bow down nor did him reverence then was Haman full of wrath,0.0
12771,Also he gave him the copy of the writing of the decree that was given out in Shushan to destroy them to show it to Esther and to declare it to her and to charge her that she should go in to the king to make supplication to him and to make request before him for her people,0.0
12777,For if you altogether hold your peace at this time then will relief and deliverance arise to the Jews from another place but you and your fathers house will perish and who knows whether you havent come to the kingdom for such a time as this,0.0
12778,Then Esther bade them return answer to Mordecai,0.0
12780,So Mordecai went his way and did according to all that Esther had commanded him,0.0
12783,Then said the king to her What will you queen Esther and what is your request it shall be given you even to the half of the kingdom,0.0
12790,Nevertheless Haman refrained himself and went home and he sent and fetched his friends and Zeresh his wife,0.0
12792,Haman said moreover Yes Esther the queen did let no man come in with the king to the banquet that she had prepared but myself and tomorrow also am I invited by her together with the king,0.0
12797,The king said What honor and dignity has been bestowed on Mordecai for this Then the kings servants who ministered to him said Nothing has been done for him,0.0
12798,The king said Who is in the court Now Haman was come into the outward court of the kings house to speak to the king to hang Mordecai on the gallows that he had prepared for him,0.0
12803,and let the clothing and the horse be delivered to the hand of one of the kings most noble princes that they may array the man therewith whom the king delights to honor and cause him to ride on horseback through the street of the city and proclaim before him Thus shall it be done to the man whom the king delights to honor,0.0
12806,Mordecai came again to the kings gate But Haman hurried to his house mourning and having his head covered,0.0
12808,While they were yet talking with him came the kings chamberlains and hurried to bring Haman to the banquet that Esther had prepared,0.0
12817,Then said Harbonah one of the chamberlains who were before the king Behold also the gallows fifty cubits high which Haman has made for Mordecai who spoke good for the king stands in the house of Haman The king said Hang him thereon,0.0
12818,So they hanged Haman on the gallows that he had prepared for Mordecai Then was the kings wrath pacified,0.0
12822,Then the king held out to Esther the golden scepter So Esther arose and stood before the king,0.0
12827,Then were the kings scribes called at that time in the third month Sivan on the three and twentieth [day] of it and it was written according to all that Mordecai commanded to the Jews and to the satraps and the governors and princes of the provinces which are from India to Ethiopia one hundred twentyseven provinces to every province according to the writing of it and to every people after their language and to the Jews according to their writing and according to their language,0.0
12836,Now in the twelfth month which is the month Adar on the thirteenth day of the same when the kings commandment and his decree drew near to be put in execution on the day that the enemies of the Jews hoped to have rule over them whereas it was turned to the contrary that the Jews had rule over those who hated them,0.0
12839,For Mordecai was great in the kings house and his fame went forth throughout all the provinces for the man Mordecai grew greater and greater,0.0
12842,Parshandatha and Dalphon and Aspatha,0.0
12843,and Poratha and Adalia and Aridatha,0.0
12845,the ten sons of Haman the son of Hammedatha the Jews enemy killed they but they didnt lay their hand on the spoil,0.0
12850,The Jews who were in Shushan gathered themselves together on the fourteenth day also of the month Adar and killed three hundred men in Shushan but they didnt lay their hand on the spoil,0.0
12854,Therefore do the Jews of the villages who dwell in the unwalled towns make the fourteenth day of the month Adar [a day of] gladness and feasting and a good day and of sending portions one to another,0.0
12863,and that these days should be remembered and kept throughout every generation every family every province and every city and that these days of Purim should not fail from among the Jews nor the memory of them perish from their seed,0.0
12865,He sent letters to all the Jews to the hundred twentyseven provinces of the kingdom of Ahasuerus [with] words of peace and truth,0.0
12866,to confirm these days of Purim in their appointed times according as Mordecai the Jew and Esther the queen had enjoined them and as they had ordained for themselves and for their seed in the matter of the fastings and their cry,0.0
12867,The commandment of Esther confirmed these matters of Purim and it was written in the book,0.0
12881,But put forth your hand now and touch all that he has and he will renounce you to your face,0.0
12884,that there came a messenger to Job and said The oxen were plowing and the donkeys feeding beside them,0.0
12885,and the Sabeans attacked and took them away Yes they have killed the servants with the edge of the sword and I alone have escaped to tell you,0.0
12891,He said Naked I came out of my mothers womb and naked shall I return there Yahweh gave and Yahweh has taken away Blessed be the name of Yahweh,0.0
12892,In all this Job did not sin nor charge God with wrongdoing,0.0
12895,Yahweh said to Satan Have you considered my servant Job For there is none like him in the earth a blameless and an upright man one who fears God and turns away from evil He still maintains his integrity although you incited me against him to ruin him without cause,0.0
12903,Now when Jobs three friends heard of all this evil that had come on him they each came from his own place Eliphaz the Temanite Bildad the Shuhite and Zophar the Naamathite and they made an appointment together to come to sympathize with him and to comfort him,0.0
12905,So they sat down with him on the ground seven days and seven nights and none spoke a word to him for they saw that his grief was very great,0.0
12906,After this Job opened his mouth and cursed the day of his birth,0.0
12908,Let the day perish in which I was born The night which said There is a manchild conceived,0.0
12917,Why did the knees receive me Or why the breast that I should suck,0.0
12921,Or as a hidden untimely birth I had not been As infants who never saw light,0.0
12923,There the prisoners are at ease together They dont hear the voice of the taskmaster,0.0
12925,Why is light given to him who is in misery Life to the bitter in soul,0.0
12928,Why is light given to a man whose way is hid Whom God has hedged in,0.0
12934,Behold you have instructed many You have strengthened the weak hands,0.0
12942,The old lion perishes for lack of prey The cubs of the lioness are scattered abroad,0.0
12948,Shall mortal man be more just than God Shall a man be more pure than his Maker,0.0
12959,But man is born to trouble As the sparks fly upward,0.0
12960,But as for me I would seek God To God would I commit my cause,0.0
12967,But he saves from the sword of their mouth Even the needy from the hand of the mighty,0.0
12973,You shall be hidden from the scourge of the tongue Neither shall you be afraid of destruction when it comes,0.0
12974,At destruction and famine you shall laugh Neither shall you be afraid of the animals of the earth,0.0
12979,Look this we have searched it so it is Hear it and know it for your good,0.0
12985,Can that which has no flavor be eaten without salt Or is there any taste in the white of an egg,0.0
12986,My soul refuses to touch them They are as loathsome food to me,0.0
12989,Be it still my consolation Yes let me exult in pain that doesnt spare That I have not denied the words of the Holy One,0.0
12995,Which are black by reason of the ice in which the snow hides itself,0.0
12997,The caravans that travel beside them turn aside They go up into the waste and perish,0.0
13002,Or Deliver me from the adversarys hand Or Redeem me from the hand of the oppressors,0.0
13009,Is there injustice on my tongue Cant my taste discern mischievous things,0.0
13010,Isnt a man forced to labor on earth Arent his days like the days of a hired hand,0.0
13013,When I lie down I say When shall I arise and the night be gone I toss and turn until the dawning of the day,0.0
13016,Oh remember that my life is a breath My eye shall no more see good,0.0
13020,Therefore I will not keep silent I will speak in the anguish of my spirit I will complain in the bitterness of my soul,0.0
13032,How long will you speak these things Shall the words of your mouth be a mighty wind,0.0
13033,Does God pervert justice Or does the Almighty pervert righteousness,0.0
13037,Though your beginning was small Yet your latter end would greatly increase,0.0
13041,Can the papyrus grow up without mire Can the rushes grow without water,0.0
13049,Behold this is the joy of his way Out of the earth shall others spring,0.0
13050,Behold God will not cast away a blameless man Neither will he uphold the evildoers,0.0
13054,Truly I know that it is so But how can man be just with God,0.0
13057,Who removes the mountains and they dont know it When he overturns them in his anger,0.0
13059,Who commands the sun and it doesnt rise And seals up the stars,0.0
13060,Who alone stretches out the heavens Treads on the waves of the sea,0.0
13061,Who makes the Bear Orion and the Pleiades And the chambers of the south,0.0
13063,Behold he goes by me and I dont see him He passes on also but I dont perceive him,0.0
13064,Behold he snatches away who can hinder him Who will ask him What are you doing,0.0
13067,Whom though I were righteous yet would I not answer I would make supplication to my judge,0.0
13070,He will not allow me to take my breath But fills me with bitterness,0.0
13072,Though I am righteous my own mouth shall condemn me Though I am blameless it shall prove me perverse,0.0
13074,It is all the same Therefore I say He destroys the blameless and the wicked,0.0
13075,If the scourge kills suddenly He will mock at the trial of the innocent,0.0
13076,The earth is given into the hand of the wicked He covers the faces of the judges of it If not he then who is it,0.0
13077,Now my days are swifter than a runner They flee away they see no good,0.0
13080,I am afraid of all my sorrows I know that you will not hold me innocent,0.0
13084,For he is not a man as I am that I should answer him That we should come together in judgment,0.0
13090,Is it good to you that you should oppress That you should despise the work of your hands And smile on the counsel of the wicked,0.0
13092,Are your days as the days of mortals Or your years as mans years,0.0
13099,You have granted me life and loving kindness Your visitation has preserved my spirit,0.0
13101,If I sin then you mark me You will not acquit me from my iniquity,0.0
13106,I should have been as though I had not been I should have been carried from the womb to the grave,0.0
13132,But I have understanding as well as you I am not inferior to you Yes who doesnt know such things as these,0.0
13133,I am like one who is a joke to his neighbor I who called on God and he answered The just the blameless man is a joke,0.0
13135,The tents of robbers prosper Those who provoke God are secure Who carry their God in their hands,0.0
13148,He leads priests away stripped And overthrows the mighty,0.0
13153,He takes away understanding from the chiefs of the people of the earth And causes them to wander in a wilderness where there is no way,0.0
13155,Behold my eye has seen all this My ear has heard and understood it,0.0
13157,Surely I would speak to the Almighty I desire to reason with God,0.0
13158,But you are forgers of lies You are all physicians of no value,0.0
13166,Your memorable sayings are proverbs of ashes Your defenses are defenses of clay,0.0
13170,This also shall be my salvation That a godless man shall not come before him,0.0
13177,How many are my iniquities and sins Make me know my disobedience and my sin,0.0
13191,Yet through the scent of water it will bud And put forth boughs like a plant,0.0
13195,Oh that you would hide me in Sheol That you would keep me secret until your wrath is past That you would appoint me a set time and remember me!,0.0
13197,You would call and I would answer you You would have a desire to the work of your hands,0.0
13208,Yes you do away with fear And hinder devotion before God,0.0
13210,Your own mouth condemns you and not I Yes your own lips testify against you,0.0
13215,Are the consolations of God too small for you Even the word that is gentle toward you,0.0
13231,Because he has covered his face with his fatness And gathered fat on his loins,0.0
13232,He has lived in desolate cities In houses which no one inhabited Which were ready to become heaps,0.0
13236,It shall be accomplished before his time His branch shall not be green,0.0
13240,Then Job answered,0.0
13242,Shall vain words have an end Or what provokes you that you answer,0.0
13254,I have sewed sackcloth on my skin And have thrust my horn in the dust,0.0
13258,Even now behold my witness is in heaven He who vouches for me is on high,0.0
13262,My spirit is consumed my days are extinct And the grave is ready for me,0.0
13273,They change the night into day Saying The light is near in the presence of darkness,0.0
13275,If I have said to corruption You are my father To the worm My mother and my sister,0.0
13277,Shall it go down with me to the gates of Sheol Or descend together into the dust,0.0
13280,Why are we counted as animals Which have become unclean in your sight,0.0
13281,You who tear yourself in your anger Shall the earth be forsaken for you Or shall the rock be removed out of its place,0.0
13283,The light shall be dark in his tent His lamp above him shall be put out,0.0
13287,A noose is hidden for him in the ground A trap for him in the way,0.0
13289,His strength shall be famished Calamity shall be ready at his side,0.0
13295,He shall be driven from light into darkness And chased out of the world,0.0
13296,He shall have neither son nor grandson among his people Nor any remaining where he sojourned,0.0
13298,Surely such are the dwellings of the unrighteous This is the place of him who doesnt know God,0.0
13301,You have reproached me ten times You arent ashamed that you attack me,0.0
13310,His troops come on together Build a siege ramp against me And encamp around my tent,0.0
13311,He has put my brothers far from me My acquaintances are wholly estranged from me,0.0
13315,My breath is offensive to my wife I am loathsome to the children of my own mother,0.0
13317,All my familiar friends abhor me They whom I loved have turned against me,0.0
13320,Why do you persecute me as God And are not satisfied with my flesh,0.0
13321,Oh that my words were now written! Oh that they were inscribed in a book!,0.0
13323,But as for me I know that my Redeemer lives In the end he will stand upon the earth,0.0
13326,If you say How we will persecute him! Because the root of the matter is found in me,0.0
13328,Then Zophar the Naamathite answered,0.0
13329,Therefore do my thoughts give answer to me Even by reason of my haste that is in me,0.0
13342,He has swallowed down riches and he shall vomit them up again God will cast them out of his belly,0.0
13347,Because he knew no quietness within him He shall not save anything of that in which he delights,0.0
13348,There was nothing left that he didnt devour Therefore his prosperity shall not endure,0.0
13353,All darkness is laid up for his treasures An unfanned fire shall devour him It shall consume that which is left in his tent,0.0
13360,As for me is my complaint to man Why shouldnt I be impatient,0.0
13364,Their child is established with them in their sight Their offspring before their eyes,0.0
13365,Their houses are safe from fear Neither is the rod of God upon them,0.0
13366,Their bulls breed without fail Their cows calve and dont miscarry,0.0
13368,They sing to the tambourine and harp And rejoice at the sound of the pipe,0.0
13371,What is the Almighty that we should serve him What profit should we have if we pray to him,0.0
13372,Behold their prosperity is not in their hand The counsel of the wicked is far from me,0.0
13375,You say God lays up his iniquity for his children Let him recompense it to himself that he may know it,0.0
13379,One dies in his full strength Being wholly at ease and quiet,0.0
13383,Behold I know your thoughts The devices with which you would wrong me,0.0
13384,For you say Where is the house of the prince Where is the tent in which the wicked lived,0.0
13385,Havent you asked wayfaring men Dont you know their evidences,0.0
13387,Who shall declare his way to his face Who shall repay him what he has done,0.0
13389,The clods of the valley shall be sweet to him All men shall draw after him As there were innumerable before him,0.0
13394,Is it for your piety that he reproves you That he enters with you into judgment,0.0
13404,Thick clouds are a covering to him so that he doesnt see He walks on the vault of the sky,0.0
13407,Who said to God Depart from us And What can the Almighty do for us,0.0
13408,Yet he filled their houses with good things But the counsel of the wicked is far from me,0.0
13411,Acquaint yourself with him now and be at peace Thereby good shall come to you,0.0
13415,The Almighty will be your treasure Precious silver to you,0.0
13418,You shall also decree a thing and it shall be established to you Light shall shine on your ways,0.0
13422,Even today is my complaint rebellious His hand is heavy in spite of my groaning,0.0
13433,But he stands alone and who can oppose him What his soul desires even that he does,0.0
13439,There are people who remove the landmarks They violently take away flocks and feed them,0.0
13447,So that they go around naked without clothing Being hungry they carry the sheaves,0.0
13449,From out of the populous city men groan The soul of the wounded cries out Yet God doesnt regard the folly,0.0
13456,Drought and heat consume the snow waters So does Sheol those who have sinned,0.0
13463,Then Bildad the Shuhite answered,0.0
13465,Can his armies be counted On whom does his light not arise,0.0
13478,He has described a boundary on the surface of the waters And to the confines of light and darkness,0.0
13482,Behold these are but the outskirts of his ways How small a whisper do we hear of him! But the thunder of his power who can understand,0.0
13483,Job again took up his parable and said,0.0
13490,For what is the hope of the godless when he is cut off When God takes away his life,0.0
13511,Sapphires come from its rocks It has dust of gold,0.0
13514,He puts forth his hand on the flinty rock And he overturns the mountains by the roots,0.0
13515,He cuts out channels among the rocks His eye sees every precious thing,0.0
13526,Seeing it is hidden from the eyes of all living And kept close from the birds of the sky,0.0
13528,God understands its way And he knows its place,0.0
13530,He establishes the force of the wind Yes he measures out the waters by measure,0.0
13533,To man he said Behold the fear of the Lord that is wisdom To depart from evil is understanding,0.0
13535,Oh that I were as in the months of old As in the days when God watched over me,0.0
13538,When the Almighty was yet with me And my children were around me,0.0
13545,Because I delivered the poor who cried And the fatherless also who had none to help him,0.0
13551,Then I said I shall die in my own house I shall number my days as the sand,0.0
13552,My root is spread out to the waters The dew lies all night on my branch,0.0
13557,I smiled on them when they had no confidence They didnt reject the light of my face,0.0
13559,But now those who are younger than I have me in derision Whose fathers I would have disdained to put with my sheep dogs,0.0
13560,Of what use is the strength of their hands to me Men in whom ripe age has perished,0.0
13562,They pluck salt herbs by the bushes The roots of the broom are their food,0.0
13564,So that they dwell in frightful valleys And in holes of the earth and of the rocks,0.0
13572,As through a wide breach they come In the midst of the ruin they roll themselves in,0.0
13576,By great force is my garment disfigured It binds me about as the collar of my coat,0.0
13581,For I know that you will bring me to death To the house appointed for all living,0.0
13583,Didnt I weep for him who was in trouble Wasnt my soul grieved for the needy,0.0
13584,When I looked for good then evil came When I waited for light there came darkness,0.0
13593,Doesnt he see my ways And number all my steps,0.0
13594,If I have walked with falsehood And my foot has hurried to deceit,0.0
13596,If my step has turned out of the way If my heart walked after my eyes If any defilement has stuck to my hands,0.0
13602,If I have despised the cause of my manservant Or of my maidservant When they contended with me,0.0
13614,If I have rejoiced because my wealth was great And because my hand had gotten much,0.0
13624,Oh that I had one to hear me! Behold here is my signature let the Almighty answer me Let the accuser write my indictment!,0.0
13625,Surely I would carry it on my shoulder And I would bind it to me as a crown,0.0
13634,When Elihu saw that there was no answer in the mouth of these three men his wrath was kindled,0.0
13645,Shall I wait because they dont speak Because they stand still and answer no more,0.0
13646,I also will answer my part And I also will show my opinion,0.0
13651,For I dont know how to give flattering titles Or else my Maker would soon take me away,0.0
13653,See now I have opened my mouth My tongue has spoken in my mouth,0.0
13655,The Spirit of God has made me And the breath of the Almighty gives me life,0.0
13657,Behold I am toward God even as you are I am also formed out of the clay,0.0
13661,Behold he finds occasions against me He counts me for his enemy,0.0
13663,Behold I will answer you In this you are not just For God is greater than man,0.0
13665,For God speaks once Yes twice though man pays no attention,0.0
13682,Mark well Job and listen to me Hold your peace and I will speak,0.0
13685,Moreover Elihu answered,0.0
13691,What man is like Job Who drinks scorn like water,0.0
13707,For he doesnt need to consider a man further That he should go before God in judgment,0.0
13708,He breaks in pieces mighty men in ways past finding out And sets others in their place,0.0
13725,I will answer you And your companions with you,0.0
13731,But none says Where is God my Maker Who gives songs in the night,0.0
