,t,label
23711,His disciples asked him saying Then why do the scribes say that Elijah must come first,0
23712,Jesus answered them Elijah indeed comes first and will restore all things,0
23713,but I tell you that Elijah has come already and they didnt recognize him but did to him whatever they wanted to Even so the Son of Man will also suffer by them,0
23714,Then the disciples understood that he spoke to them of John the Baptizer,0
23715,When they came to the multitude a man came to him kneeling down to him saying,0
23716,Lord have mercy on my son for he is epileptic and suffers grievously for he often falls into the fire and often into the water,0
23717,So I brought him to your disciples and they could not cure him,0
23718,Jesus answered Faithless and perverse generation! How long will I be with you How long will I bear with you Bring him here to me,0
23719,Jesus rebuked him the demon went out of him and the boy was cured from that hour,0
23720,Then the disciples came to Jesus privately and said Why werent we able to cast it out,0
23721,He said to them Because of your unbelief For most assuredly I tell you if you have faith as a grain of mustard seed you will tell this mountain Move from here to there and it will move and nothing will be impossible for you,0
23722,But this kind doesnt go out except by prayer and fasting,0
23723,While they were staying in Galilee Jesus said to them The Son of Man is about to be delivered up into the hands of men,0
23724,and they will kill him and the third day he will be raised up They were exceedingly sorry,0
23725,When they had come to Capernaum those who collected the didrachma coinsA didrachma is a Greek silver coin worth 2 drachmas about as much as 2 Roman denarii or about 2 days wages It was commonly used to pay the halfshekel temple tax because 2 drachmas were worth one half shekel of silver came to Peter and said Doesnt your teacher pay the didrachma,0
23726,He said Yes When he came into the house Jesus anticipated him saying What do you think Simon From whom do the kings of the earth receive toll or tribute From their children or from strangers,0
23727,Peter said to him From strangers Jesus said to him Therefore the children are exempt,0
23728,But lest we cause them to stumble go to the sea and cast a hook and take up the first fish that comes up When you have opened its mouth you will find a stater coinA stater is a silver coin equivalent to four Attic or two Alexandrian drachmas or a Jewish shekel just exactly enough to cover the halfshekel Temple Tax for two people Take that and give it to them for me and you,0
23729,In that hour the disciples came to Jesus saying Who then is greatest in the Kingdom of Heaven,0
23730,Jesus called a little child to himself and set him in the midst of them,0
23731,and said Most assuredly I tell you unless you turn and become as little children you will in no way enter into the Kingdom of Heaven,0
23732,Whoever therefore humbles himself as this little child the same is the greatest in the Kingdom of Heaven,0
23733,Whoever receives one such little child in my name receives me,0
23734,but whoever causes one of these little ones who believe in me to stumble it would be better for him that a huge millstone should be hung around his neck and that he should be sunk in the depths of the sea,0
23735,Woe to the world because of occasions of stumbling! For it must be that the occasions come but woe to that person through whom the occasion comes!,0
23736,If your hand or your foot causes you to stumble cut it off and cast it from you It is better for you to enter into life maimed or crippled rather than having two hands or two feet to be cast into the eternal fire,0
23737,If your eye causes you to stumble pluck it out and cast it from you It is better for you to enter into life with one eye rather than having two eyes to be cast into the Gehennaor Hell of fire,0
23738,See that you dont despise one of these little ones for I tell you that in heaven their angels always see the face of my Father who is in heaven,0
23739,For the Son of Man came to save that which was lost,0
23740,What do you think If a man has one hundred sheep and one of them goes astray doesnt he leave the ninetynine go to the mountains and seek that which has gone astray,0
23741,If he finds it most assuredly I tell you he rejoices over it more than over the ninetynine which have not gone astray,0
23742,Even so it is not the will of your Father who is in heaven that one of these little ones should perish,0
23743,If your brother sins against you go show him his fault between you and him alone If he listens to you you have gained back your brother,0
23744,But if he doesnt listen take one or two more with you that at the mouth of two or three witnesses every word may be established,0
23745,If he refuses to listen to them tell it to the assembly If he refuses to hear the assembly also let him be to you as a Gentile or a tax collector,0
23746,Most assuredly I tell you whatever things you will bind on earth will be bound in heaven and whatever things you will release on earth will be released in heaven,0
23747,Again assuredly I tell you that if two of you will agree on earth concerning anything that they will ask it will be done for them by my Father who is in heaven,0
23748,For where two or three are gathered together in my name there I am in the midst of them,0
23749,Then Peter came and said to him Lord how often shall my brother sin against me and I forgive him Until seven times,0
23750,Jesus said to him I dont tell you until seven times but until seventy times seven,0
23751,Therefore the Kingdom of Heaven is like a certain king who wanted to reconcile accounts with his servants,0
23752,When he had begun to reconcile one was brought to him who owed him ten thousand talentsTen thousand talents represents an extremely large sum of money equivalent to about 60000000 denarii where one denarius was typical of one days wages for agricultural labor,0
23753,But because he couldnt pay his lord commanded him to be sold with his wife his children and all that he had and payment to be made,0
23754,The servant therefore fell down and kneeled before him saying Lord have patience with me and I will repay you all!,0
23755,The lord of that servant being moved with compassion released him and forgave him the debt,0
23756,But that servant went out and found one of his fellow servants who owed him one hundred denarii100 denarii was about one sixtieth of a talent and he grabbed him and took him by the throat saying Pay me what you owe!,0
23757,So his fellow servant fell down at his feet and begged him saying Have patience with me and I will repay you!,0
23758,He would not but went and cast him into prison until he should pay back that which was due,0
23759,So when his fellow servants saw what was done they were exceedingly sorry and came and told to their lord all that was done,0
23760,Then his lord called him in and said to him You wicked servant! I forgave you all that debt because you begged me,0
23761,Shouldnt you also have had mercy on your fellow servant even as I had mercy on you,0
23762,His lord was angry and delivered him to the tormentors until he should pay all that was due to him,0
23763,So my heavenly Father will also do to you if you dont each forgive your brother from your hearts for his misdeeds,0
23764,It happened when Jesus had finished these words he departed from Galilee and came into the borders of Judea beyond the Jordan,0
23765,Great multitudes followed him and he healed them there,0
23766,Pharisees came to him testing him and saying Is it lawful for a man to divorce his wife for any reason,0
23767,He answered Havent you read that he who made them from the beginning made them male and female,0
23768,and said For this cause a man shall leave his father and mother and shall join to his wife and the two shall become one flesh,0
23769,So that they are no more two but one flesh What therefore God has joined together dont let man tear apart,0
23770,They asked him Why then did Moses command us to give her a bill of divorce and divorce her,0
23771,He said to them Moses because of the hardness of your hearts allowed you to divorce your wives but from the beginning it has not been so,0
23772,I tell you that whoever divorces his wife except for sexual immorality and marries another commits adultery and he who marries her when she is divorced commits adultery,0
23773,His disciples said to him If this is the case of the man with his wife it is not expedient to marry,0
23774,But he said to them Not all men can receive this saying but those to whom it is given,0
23775,For there are eunuchs who were born that way from their mothers womb and there are eunuchs who were made eunuchs by men and there are eunuchs who made themselves eunuchs for the Kingdom of Heavens sake He who is able to receive it let him receive it,0
23776,Then little children were brought to him that he should lay his hands on them and pray and the disciples rebuked them,0
23777,But Jesus said Allow the little children and dont forbid them to come to me for to such belongs the Kingdom of Heaven,0
23778,He laid his hands on them and departed from there,0
23779,Behold one came to him and said Good teacher what good thing shall I do that I may have eternal life,0
23780,He said to him Why do you call me good No one is good but one that is God But if you want to enter into life keep the commandments,0
23781,He said to him Which ones Jesus said You shall not murder You shall not commit adultery You shall not steal You shall not offer false testimony,0
23782,Honor your father and mother And You shall love your neighbor as yourself,0
23783,The young man said to him All these things I have observed from my youth What do I still lack,0
23784,Jesus said to him If you want to be perfect go sell what you have and give to the poor and you will have treasure in heaven and come follow me,0
23785,But when the young man heard the saying he went away sad for he was one who had great possessions,0
23786,Jesus said to his disciples Most assuredly I say to you a rich man will enter into the Kingdom of Heaven with difficulty,0
23787,Again I tell you it is easier for a camel to go through a needles eye than for a rich man to enter into the Kingdom of God,0
23788,When the disciples heard it they were exceedingly astonished saying Who then can be saved,0
23789,Looking at them Jesus said With men this is impossible but with God all things are possible,0
23790,Then Peter answered Behold we have left everything and followed you What then will we have,0
23791,Jesus said to them Most assuredly I tell you that you who have followed me in the regeneration when the Son of Man will sit on the throne of his glory you also will sit on twelve thrones judging the twelve tribes of Israel,0
23792,Everyone who has left houses or brothers or sisters or father or mother or wife or children or lands for my names sake will receive one hundred times and will inherit eternal life,0
23793,But many will be last who are first and first who are last,0
23794,For the Kingdom of Heaven is like a man who was the master of a household who went out early in the morning to hire laborers for his vineyard,0
23795,When he had agreed with the laborers for a denariusA denarius is a silver Roman coin worth 125th of a Roman aureus This was a common wage for a day of farm labor a day he sent them into his vineyard,0
23796,He went out about the third hourTime was measured from sunrise to sunset so the third hour would be about 900 AM and saw others standing idle in the marketplace,0
23797,To them he said You also go into the vineyard and whatever is right I will give you So they went their way,0
23798,Again he went out about the sixth and the ninth hournoon and 300 P M and did likewise,0
23799,About the eleventh hour500 PM he went out and found others standing idle He said to them Why do you stand here all day idle,0
23800,They said to him Because no one has hired us He said to them You also go into the vineyard and you will receive whatever is right,0
23801,When evening had come the lord of the vineyard said to his steward Call the laborers and pay them their wages beginning from the last to the first,0
23802,When those who were hired at about the eleventh hour came they each received a denarius,0
23803,When the first came they supposed that they would receive more and they likewise each received a denarius,0
23804,When they received it they murmured against the master of the household,0
23805,saying These last have spent one hour and you have made them equal to us who have borne the burden of the day and the scorching heat!,0
23806,But he answered one of them Friend I am doing you no wrong Didnt you agree with me for a denarius,0
23807,Take that which is yours and go your way It is my desire to give to this last just as much as to you,0
23808,Isnt it lawful for me to do what I want to with what I own Or is your eye evil because I am good,0
23809,So the last will be first and the first last For many are called but few are chosen,0
23810,As Jesus was going up to Jerusalem he took the twelve disciples aside and on the way he said to them,0
23811,Behold we are going up to Jerusalem and the Son of Man will be delivered to the chief priests and scribes and they will condemn him to death,0
23812,and will hand him over to the Gentiles to mock to scourge and to crucify and the third day he will be raised up,0
23813,Then the mother of the sons of Zebedee came to him with her sons kneeling and asking a certain thing of him,0
23814,He said to her What do you want She said to him Command that these my two sons may sit one on your right hand and one on your left hand in your Kingdom,0
23815,But Jesus answered You dont know what you are asking Are you able to drink the cup that I am about to drink and be baptized with the baptism that I am baptized with They said to him We are able,0
23816,He said to them You will indeed drink my cup and be baptized with the baptism that I am baptized with but to sit on my right hand and on my left hand is not mine to give but it is for whom it has been prepared by my Father,0
23817,When the ten heard it they were indignant with the two brothers,0
23818,But Jesus summoned them and said You know that the rulers of the Gentiles lord it over them and their great ones exercise authority over them,0
23819,It shall not be so among you but whoever desires to become great among you shall beTR reads let him be instead of shall be your servant,0
23820,Whoever desires to be first among you shall be your bondservant,0
23821,even as the Son of Man came not to be served but to serve and to give his life as a ransom for many,0
23822,As they went out from Jericho a great multitude followed him,0
23823,Behold two blind men sitting by the road when they heard that Jesus was passing by cried out Lord have mercy on us you son of David!,0
23824,The multitude rebuked them telling them that they should be quiet but they cried out even more Lord have mercy on us you son of David!,0
23825,Jesus stood still and called them and asked What do you want me to do for you,0
23826,They told him Lord that our eyes may be opened,0
23827,Jesus being moved with compassion touched their eyes and immediately their eyes received their sight and they followed him,0
23828,When they drew near to Jerusalem and came to BethsphageTR reads Bethphage instead of Bethsphage to the Mount of Olives then Jesus sent two disciples,0
23829,saying to them Go into the village that is opposite you and immediately you will find a donkey tied and a colt with her Untie them and bring them to me,0
23830,If anyone says anything to you you shall say The Lord needs them and immediately he will send them,0
23831,All this was done that it might be fulfilled which was spoken through the prophet saying,0
23832,Tell the daughter of Zion Behold your King comes to you Humble and riding on a donkey On a colt the foal of a donkey,0
23833,The disciples went and did just as Jesus commanded them,0
23834,and brought the donkey and the colt and laid their clothes on them and he sat on them,0
23835,A very great multitude spread their clothes on the road Others cut branches from the trees and spread them on the road,0
23836,The multitudes who went before him and who followed kept shouting Hosanna to the son of David! Blessed is he who comes in the name of the Lord! Hosanna in the highest!,0
23837,When he had come into Jerusalem all the city was stirred up saying Who is this,0
23838,The multitudes said This is the prophet Jesus from Nazareth of Galilee,0
23839,Jesus entered into the temple of God and drove out all of those who sold and bought in the temple and overthrew the moneychangers tables and the seats of those who sold the doves,0
23840,He said to them It is written My house shall be called a house of prayer but you have made it a den of robbers!,0
23841,The blind and the lame came to him in the temple and he healed them,0
23842,But when the chief priests and the scribes saw the wonderful things that he did and the children who were crying in the temple and saying Hosanna to the son of David! they were indignant,0
23843,and said to him Do you hear what these are saying Jesus said to them Yes Did you never read Out of the mouth of babes and nursing babies you have perfected praise,0
23844,He left them and went out of the city to Bethany and lodged there,0
23845,Now in the morning as he returned to the city he was hungry,0
23846,Seeing a fig tree by the road he came to it and found nothing on it but leaves He said to it Let there be no fruit from you forever! Immediately the fig tree withered away,0
23847,When the disciples saw it they marveled saying How did the fig tree immediately wither away,0
23848,Jesus answered them Most assuredly I tell you if you have faith and dont doubt you will not only do what is done to the fig tree but even if you told this mountain Be taken up and cast into the sea it would be done,0
23849,All things whatever you ask in prayer believing you will receive,0
23850,When he had come into the temple the chief priests and the elders of the people came to him as he was teaching and said By what authority do you do these things Who gave you this authority,0
23851,Jesus answered them I also will ask you one question which if you tell me I likewise will tell you by what authority I do these things,0
23852,The baptism of John where was it from From heaven or from men They reasoned with themselves saying If we say From heaven he will ask us Why then did you not believe him,0
23853,But if we say From men we fear the multitude for all hold John as a prophet,0
23854,They answered Jesus and said We dont know He also said to them Neither will I tell you by what authority I do these things,0
23855,But what do you think A man had two sons and he came to the first and said Son go work today in my vineyard,0
23856,He answered I will not but afterward he changed his mind and went,0
23857,He came to the second and said the same thing He answered I go sir but he didnt go,0
23858,Which of the two did the will of his father They said to him The first Jesus said to them Most assuredly I tell you that the tax collectors and the prostitutes are entering into the Kingdom of God before you,0
23859,For John came to you in the way of righteousness and you didnt believe him but the tax collectors and the prostitutes believed him When you saw it you didnt even repent afterward that you might believe him,0
23860,Hear another parable There was a man who was a master of a household who planted a vineyard set a hedge about it dug a winepress in it built a tower leased it out to farmers and went into another country,0
23861,When the season for the fruit drew near he sent his servants to the farmers to receive his fruit,0
23862,The farmers took his servants beat one killed another and stoned another,0
23863,Again he sent other servants more than the first and they treated them the same way,0
23864,But afterward he sent to them his son saying They will respect my son,0
23865,But the farmers when they saw the son said among themselves This is the heir Come lets kill him and seize his inheritance,0
23866,So they took him and threw him out of the vineyard and killed him,0
23867,When therefore the lord of the vineyard comes what will he do to those farmers,0
23868,They told him He will miserably destroy those miserable men and will lease out the vineyard to other farmers who will give him the fruit in its season,0
23869,Jesus said to them Did you never read in the Scriptures The stone which the builders rejected The same was made the head of the corner This was from the Lord It is marvelous in our eyes,0
23870,Therefore I tell you the Kingdom of God will be taken away from you and will be given to a nation bringing forth its fruits,0
23871,He who falls on this stone will be broken to pieces but on whoever it will fall it will scatter him as dust,0
23872,When the chief priests and the Pharisees heard his parables they perceived that he spoke about them,0
23873,When they sought to seize him they feared the multitudes because they considered him to be a prophet,0
23874,Jesus answered and spoke again in parables to them saying,0
23875,The Kingdom of Heaven is like a certain king who made a marriage feast for his son,0
23876,and sent out his servants to call those who were invited to the marriage feast but they would not come,0
23877,Again he sent out other servants saying Tell those who are invited Behold I have made ready my dinner My oxen and my fatlings are killed and all things are ready Come to the marriage feast!,0
23878,But they made light of it and went their ways one to his own farm another to his merchandise,0
23879,and the rest grabbed his servants and treated them shamefully and killed them,0
23880,When the king heard that he was angry and he sent his armies destroyed those murderers and burned their city,0
23881,Then he said to his servants The wedding is ready but those who were invited werent worthy,0
23882,Go therefore to the intersections of the highways and as many as you may find invite to the marriage feast,0
23883,Those servants went out into the highways and gathered together as many as they found both bad and good The wedding was filled with guests,0
23884,But when the king came in to see the guests he saw there a man who didnt have on wedding clothing,0
23885,and he said to him Friend how did you come in here not wearing wedding clothing He was speechless,0
23886,Then the king said to the servants Bind him hand and foot take him away and throw him into the outer darkness there is where the weeping and grinding of teeth will be,0
23887,For many are called but few chosen,0
23888,Then the Pharisees went and took counsel how they might entrap him in his talk,0
23889,They sent their disciples to him along with the Herodians saying Teacher we know that you are honest and teach the way of God in truth no matter who you teach for you arent partial to anyone,0
23890,Tell us therefore what do you think Is it lawful to pay taxes to Caesar or not,0
23891,But Jesus perceived their wickedness and said Why do you test me you hypocrites,0
23892,Show me the tax money They brought to him a denarius,0
23893,He asked them Whose is this image and inscription,0
23894,They said to him Caesars Then he said to them Give therefore to Caesar the things that are Caesars and to God the things that are Gods,0
23895,When they heard it they marveled and left him and went away,0
23896,On that day Sadducees those who say that there is no resurrection came to him They asked him,0
23897,saying Teacher Moses said If a man dies having no children his brother shall marry his wife and raise up seed for his brother,0
23898,Now there were with us seven brothers The first married and died and having no seed left his wife to his brother,0
23899,In like manner the second also and the third to the seventh,0
23900,After them all the woman died,0
23901,In the resurrection therefore whose wife will she be of the seven For they all had her,0
23902,But Jesus answered them You are mistaken not knowing the Scriptures nor the power of God,0
23903,For in the resurrection they neither marry nor are given in marriage but are like Gods angels in heaven,0
23904,But concerning the resurrection of the dead havent you read that which was spoken to you by God saying,0
23905,I am the God of Abraham and the God of Isaac and the God of Jacob God is not the God of the dead but of the living,0
23906,When the multitudes heard it they were astonished at his teaching,0
23907,But the Pharisees when they heard that he had put the Sadducees to silence gathered themselves together,0
23908,One of them a lawyer asked him a question testing him,0
23909,Teacher which is the greatest commandment in the law,0
23910,Jesus said to him You shall love the Lord your God with all your heart and with all your soul and with all your mind,0
23911,This is the first and great commandment,0
23912,A second likewise is this You shall love your neighbor as yourself,0
23913,The whole law and the prophets depend on these two commandments,0
23914,Now while the Pharisees were gathered together Jesus asked them a question,0
23915,saying What do you think of the Christ Whose son is he They said to him Of David,0
23916,He said to them How then does David in the Spirit call him Lord saying,0
23917,The Lord said to my Lord Sit on my right hand Until I make your enemies a footstool for your feet,0
23918,If then David calls him Lord how is he his son,0
23919,No one was able to answer him a word neither dared any man from that day forth ask him any more questions,0
23920,Then Jesus spoke to the multitudes and to his disciples,0
23921,saying The scribes and the Pharisees sat on Moses seat,0
23922,All things therefore whatever they tell you to observe observe and do but dont do their works for they say and dont do,0
23923,For they bind heavy burdens that are grievous to be borne and lay them on mens shoulders but they themselves will not lift a finger to help them,0
23924,But all their works they do to be seen by men They make their phylacteries broad enlarge the fringes of their garments,0
23925,and love the place of honor at feasts the best seats in the synagogues,0
23926,the salutations in the marketplaces and to be called Rabbi Rabbi by men,0
23927,But dont you be called Rabbi for one is your teacher the Christ and all of you are brothers,0
23928,Call no man on the earth your father for one is your Father he who is in heaven,0
23929,Neither be called masters for one is your master the Christ,0
23930,But he who is greatest among you will be your servant,0
23931,Whoever exalts himself will be humbled and whoever humbles himself will be exalted,0
23932,Woe to you scribes and Pharisees hypocrites! For you devour widows houses and as a pretense you make long prayers Therefore you will receive greater condemnation,0
23933,But woe to you scribes and Pharisees hypocrites! Because you shut up the Kingdom of Heaven against men for you dont enter in yourselves neither do you allow those who are entering in to enterSome Greek manuscripts reverse the order of verses 13 and 14 and some omit verse 13 numbering verse 14 as 13,0
23934,Woe to you scribes and Pharisees hypocrites! For you travel around by sea and land to make one proselyte and when he becomes one you make him twice as much of a son of Gehenna as yourselves,0
23935,Woe to you you blind guides who say Whoever swears by the temple it is nothing but whoever swears by the gold of the temple he is obligated,0
23936,You blind fools! For which is greater the gold or the temple that sanctifies the gold,0
23937,Whoever swears by the altar it is nothing but whoever swears by the gift that is on it he is obligated,0
23938,You blind fools! For which is greater the gift or the altar that sanctifies the gift,0
23939,He therefore who swears by the altar swears by it and by everything on it,0
23940,He who swears by the temple swears by it and by him who was living in it,0
23941,He who swears by heaven swears by the throne of God and by him who sits on it,0
23942,Woe to you scribes and Pharisees hypocrites! For you tithe mint dill and cumin cumin is an aromatic seed from Cuminum cyminum resembling caraway in flavor and appearance It is used as a spice and have left undone the weightier matters of the law justice mercy and faith But you ought to have done these and not to have left the other undone,0
23943,You blind guides who strain out a gnat and swallow a camel!,0
23944,Woe to you scribes and Pharisees hypocrites! For you clean the outside of the cup and of the platter but within they are full of extortion and unrighteousnessTR reads selfindulgence instead of unrighteousness,0
23945,You blind Pharisee first clean the inside of the cup and of the platter that the outside of it may become clean also,0
23946,Woe to you scribes and Pharisees hypocrites! For you are like whitened tombs which outwardly appear beautiful but inwardly are full of dead mens bones and of all uncleanness,0
23947,Even so you also outwardly appear righteous to men but inwardly you are full of hypocrisy and iniquity,0
23948,Woe to you scribes and Pharisees hypocrites! For you build the tombs of the prophets and decorate the tombs of the righteous,0
23949,and say If we had lived in the days of our fathers we wouldnt have been partakers with them in the blood of the prophets,0
23950,Therefore you testify to yourselves that you are children of those who killed the prophets,0
23951,Fill up then the measure of your fathers,0
23952,You serpents you offspring of vipers how will you escape the judgment of Gehenna,0
23953,Therefore behold I send to you prophets wise men and scribes Some of them you will kill and crucify and some of them you will scourge in your synagogues and persecute from city to city,0
23954,that on you may come all the righteous blood shed on the earth from the blood of righteous Abel to the blood of Zachariah son of Barachiah whom you killed between the sanctuary and the altar,0
23955,Most assuredly I tell you all these things will come upon this generation,0
23956,Jerusalem Jerusalem who kills the prophets and stones those who are sent to her! How often would I have gathered your children together even as a hen gathers her chickens under her wings and you would not!,0
23957,Behold your house is left to you desolate,0
23958,For I tell you you will not see me from now on until you say Blessed is he who comes in the name of the Lord!,0
23959,Jesus went out from the temple and was going on his way His disciples came to him to show him the buildings of the temple,0
23960,But he answered them Dont you see all of these things Most assuredly I tell you there will not be left here one stone on another that will not be thrown down,0
23961,As he sat on the Mount of Olives the disciples came to him privately saying Tell us when will these things be What is the sign of your coming and of the end of the age,0
23962,Jesus answered them Be careful that no one leads you astray,0
23963,For many will come in my name saying I am the Christ and will lead many astray,0
23964,You will hear of wars and rumors of wars See that you arent troubled for all this must happen but the end is not yet,0
23965,For nation will rise against nation and kingdom against kingdom and there will be famines plagues and earthquakes in various places,0
23966,But all these things are the beginning of birth pains,0
23967,Then they will deliver you up to oppression and will kill you You will be hated by all of the nations for my names sake,0
23968,Then many will stumble and will deliver up one another and will hate one another,0
23969,Many false prophets will arise and will lead many astray,0
23970,Because iniquity will be multiplied the love of many will grow cold,0
23971,But he who endures to the end the same will be saved,0
23972,This Gospel of the Kingdom will be preached in the whole world for a testimony to all the nations and then the end will come,0
23973,When therefore you see the abomination of desolation which was spoken of through Daniel the prophet standing in the holy place let the reader understand,0
23974,then let those who are in Judea flee to the mountains,0
23975,Let him who is on the housetop not go down to take out things that are in his house,0
23976,Let him who is in the field not return back to get his clothes,0
23977,But woe to those who are with child and to nursing mothers in those days!,0
23978,Pray that your flight will not be in the winter nor on a Sabbath,0
23979,for then there will be great oppression such as has not been from the beginning of the world until now no nor ever will be,0
23980,Unless those days had been shortened no flesh would have been saved But for the sake of the chosen ones those days will be shortened,0
23981,Then if any man tells you Behold here is the Christ or There dont believe it,0
23982,For there will arise false christs and false prophets and they will show great signs and wonders so as to lead astray if possible even the chosen ones,0
23983,Behold I have told you beforehand,0
23984,If therefore they tell you Behold he is in the wilderness dont go out Behold he is in the inner chambers dont believe it,0
23985,For as the lightning comes forth from the east and is seen even to the west so will be the coming of the Son of Man,0
23986,For wherever the carcass is there will the vulturesor eagles be gathered together,0
23987,But immediately after the oppression of those days the sun will be darkened the moon will not give its light the stars will fall from the sky and the powers of the heavens will be shaken,0
23988,and then the sign of the Son of Man will appear in the sky Then all the tribes of the earth will mourn and they will see the Son of Man coming on the clouds of the sky with power and great glory,0
23989,He will send out his angels with a great sound of a trumpet and they will gather together his chosen ones from the four winds from one end of the sky to the other,0
23990,Now from the fig tree learn this parable When its branch has now become tender and puts forth its leaves you know that the summer is near,0
23991,Even so you also when you see all these things know that it is near even at the doors,0
23992,Most assuredly I tell you this generationThe word for generation genea can also be translated as race will not pass away until all these things are accomplished,0
23993,Heaven and earth will pass away but my words will not pass away,0
23994,But no one knows of that day and hour not even the angels of heaven but my Father only,0
23995,As the days of Noah were so will be the coming of the Son of Man,0
23996,For as in those days which were before the flood they were eating and drinking marrying and giving in marriage until the day that Noah entered into the ark,0
23997,and they didnt know until the flood came and took them all away so will be the coming of the Son of Man,0
23998,Then two men will be in the field one will be taken and one will be left,0
23999,two women grinding at the mill one will be taken and one will be left,0
24000,Watch therefore for you dont know in what hour your Lord comes,0
24001,But know this that if the master of the house had known in what watch of the night the thief was coming he would have watched and would not have allowed his house to be broken into,0
24002,Therefore also be ready for in an hour that you dont expect the Son of Man will come,0
24003,Who then is the faithful and wise servant whom his lord has set over his household to give them their food in due season,0
24004,Blessed is that servant whom his lord finds doing so when he comes,0
24005,Most assuredly I tell you that he will set him over all that he has,0
24006,But if that evil servant should say in his heart My lord is delaying his coming,0
24007,and begins to beat his fellowservants and eat and drink with the drunken,0
24008,the lord of that servant will come in a day when he doesnt expect it and in an hour when he doesnt know it,0
24009,and will cut him in pieces and appoint his portion with the hypocrites there is where the weeping and grinding of teeth will be,0
24010,Then the Kingdom of Heaven will be like ten virgins who took their lamps and went out to meet the bridegroom,0
24011,Five of them were foolish and five were wise,0
24012,Those who were foolish when they took their lamps took no oil with them,0
24013,but the wise took oil in their vessels with their lamps,0
24014,Now while the bridegroom delayed they all slumbered and slept,0
24015,But at midnight there was a cry Behold! The bridegroom is coming! Come out to meet him!,0
24016,Then all those virgins arose and trimmed their lamps,0
24017,The foolish said to the wise Give us some of your oil for our lamps are going out,0
24018,But the wise answered saying What if there isnt enough for us and you You go rather to those who sell and buy for yourselves,0
24019,While they went away to buy the bridegroom came and those who were ready went in with him to the marriage feast and the door was shut,0
24020,Afterward the other virgins also came saying Lord Lord open to us,0
24021,But he answered Most assuredly I tell you I dont know you,0
24022,Watch therefore for you dont know the day nor the hour in which the Son of Man is coming,0
24023,For it is like a man going into another country who called his own servants and entrusted his goods to them,0
24024,To one he gave five talents to another two to another one to each according to his own ability Then he went on his journey,0
24025,Immediately he who received the five talents went and traded with them and made another five talents,0
24026,In like manner he also who got the two gained another two,0
24027,But he who received the one went away and dug in the earth and hid his lords money,0
24028,Now after a long time the lord of those servants came and reconciled accounts with them,0
24029,He who received the five talents came and brought another five talents saying Lord you delivered to me five talents Behold I have gained another five talents besides them,0
24030,His lord said to him Well done good and faithful servant You have been faithful over a few things I will set you over many things Enter into the joy of your lord,0
24031,He also who got the two talents came and said Lord you delivered to me two talents Behold I have gained another two talents besides them,0
24032,His lord said to him Well done good and faithful servant You have been faithful over a few things I will set you over many things Enter into the joy of your lord,0
24033,He also who had received the one talent came and said Lord I knew you that you are a hard man reaping where you did not sow and gathering where you did not scatter,0
24034,I was afraid and went away and hid your talent in the earth Behold you have what is yours,0
24035,But his lord answered him You wicked and slothful servant You knew that I reap where I didnt sow and gather where I didnt scatter,0
24036,You ought therefore to have deposited my money with the bankers and at my coming I should have received back my own with interest,0
24037,Take away therefore the talent from him and give it to him who has the ten talents,0
24038,For to everyone who has will be given and he will have abundance but from him who has not even that which he has will be taken away,0
24039,Throw out the unprofitable servant into the outer darkness where there will be weeping and gnashing of teeth,0
24040,But when the Son of Man comes in his glory and all the holy angels with him then he will sit on the throne of his glory,0
24041,Before him all the nations will be gathered and he will separate them one from another as a shepherd separates the sheep from the goats,0
24042,He will set the sheep on his right hand but the goats on the left,0
24043,Then the King will tell those on his right hand Come blessed of my Father inherit the Kingdom prepared for you from the foundation of the world,0
24044,for I was hungry and you gave me food to eat I was thirsty and you gave me drink I was a stranger and you took me in,0
24045,naked and you clothed me I was sick and you visited me I was in prison and you came to me,0
24046,Then the righteous will answer him saying Lord when did we see you hungry and feed you or thirsty and give you a drink,0
24047,When did we see you as a stranger and take you in or naked and clothe you,0
24048,When did we see you sick or in prison and come to you,0
24049,The King will answer them Most assuredly I tell you inasmuch as you did it to one of the least of these my brothersThe word for brothers here may be also correctly translated brothers and sisters or siblings you did it to me,0
24050,Then he will say also to those on the left hand Depart from me you cursed into the eternal fire which is prepared for the devil and his angels,0
24051,for I was hungry and you didnt give me food to eat I was thirsty and you gave me no drink,0
24052,I was a stranger and you didnt take me in naked and you didnt clothe me sick and in prison and you didnt visit me,0
24053,Then they will also answer saying Lord when did we see you hungry or thirsty or a stranger or naked or sick or in prison and didnt help you,0
24054,Then he will answer them saying Most assuredly I tell you inasmuch as you didnt do it to one of the least of these you didnt do it to me,0
24055,These will go away into eternal punishment but the righteous into eternal life,0
24056,It happened when Jesus had finished all these words that he said to his disciples,0
24057,You know that after two days the Passover is coming and the Son of Man will be delivered up to be crucified,0
24058,Then the chief priests the scribes and the elders of the people were gathered together in the court of the high priest who was called Caiaphas,0
24059,They took counsel together that they might take Jesus by deceit and kill him,0
24060,But they said Not during the feast lest a riot occur among the people,0
24061,Now when Jesus was in Bethany in the house of Simon the leper,0
24062,a woman came to him having an alabaster jar of very expensive ointment and she poured it on his head as he sat at the table,0
24063,But when his disciples saw this they were indignant saying Why this waste,0
24064,For this ointment might have been sold for much and given to the poor,0
24065,But Jesus knowing this said to them Why do you trouble the woman Because she has done a good work for me,0
